Ligand gene symbol	Receptor gene symbol
WNT16	FZD4
WNT16	FZD5
WNT16	FZD6
WNT16	FZD7
WNT16	FZD8
WNT16	FZD9
WNT16	LRP5
WNT2	FZD1
WNT2	FZD10
WNT2	FZD2
WNT2	FZD3
WNT2	FZD4
WNT2	FZD5
WNT2	FZD6
WNT2	FZD7
WNT2	FZD8
WNT2	FZD9
WNT2	LRP6
WNT2B	FZD1
WNT2B	FZD10
WNT2B	FZD2
WNT2B	FZD3
WNT2B	FZD4
WNT2B	FZD5
WNT2B	FZD6
WNT2B	FZD7
WNT2B	FZD8
WNT2B	FZD9
WNT3	FZD1
WNT3	FZD10
WNT3	FZD2
WNT3	FZD3
WNT3	FZD4
WNT3	FZD5
WNT3	FZD6
WNT3	FZD7
WNT3	FZD8
WNT3	FZD9
WNT3	LRP5
WNT3	LRP6
WNT3	RYK
WNT3A	APCDD1
WNT3A	ATP6AP2
WNT3A	CAV1
WNT3A	FZD1
WNT3A	FZD10
WNT3A	FZD2
WNT3A	FZD3
WNT3A	FZD4
WNT3A	FZD5
WNT3A	FZD6
WNT3A	FZD7
WNT3A	FZD8
WNT3A	FZD9
WNT3A	LRP1
WNT3A	LRP5
WNT3A	LRP6
WNT3A	ROR2
WNT3A	RYK
WNT3A	ZNRF3
WNT4	FZD1
WNT4	FZD10
WNT4	FZD2
WNT4	FZD3
WNT4	FZD4
WNT4	FZD5
WNT4	FZD6
WNT4	FZD7
WNT4	FZD8
WNT4	FZD9
WNT5A	FZD1
WNT5A	FZD10
WNT5A	FZD2
WNT5A	FZD3
WNT5A	FZD4
WNT5A	FZD5
WNT5A	FZD6
WNT5A	FZD7
WNT5A	FZD8
WNT5A	FZD9
WNT5A	LRP5
WNT5A	LRP6
WNT5A	MCAM
WNT5A	ROR1
WNT5A	ROR2
WNT5A	RYK
WNT5A	VANGL2
WNT5B	FZD1
WNT5B	FZD2
WNT5B	FZD3
WNT5B	FZD6
WNT5B	FZD7
WNT5B	FZD8
WNT6	FZD1
WNT6	FZD10
WNT6	FZD2
WNT6	FZD3
WNT6	FZD4
WNT6	FZD5
WNT6	FZD6
WNT6	FZD7
WNT6	FZD8
WNT6	FZD9
WNT7A	FZD1
WNT7A	FZD10
WNT7A	FZD2
WNT7A	FZD3
WNT7A	FZD4
WNT7A	FZD5
WNT7A	FZD6
WNT7A	FZD7
WNT7A	FZD8
WNT7A	FZD9
WNT7A	LRP6
WNT7B	FZD1
WNT7B	FZD10
WNT7B	FZD2
WNT7B	FZD3
WNT7B	FZD4
WNT7B	FZD5
WNT7B	FZD6
WNT7B	FZD7
WNT7B	FZD8
WNT7B	FZD9
WNT7B	LRP5
WNT8A	FZD1
WNT8A	FZD10
WNT8A	FZD2
WNT8A	FZD3
WNT8A	FZD4
WNT8A	FZD5
WNT8A	FZD6
WNT8A	FZD7
WNT8A	FZD8
WNT8A	FZD9
WNT8A	LRP5
WNT8A	LRP6
WNT8B	FZD1
WNT8B	FZD10
WNT8B	FZD2
WNT8B	FZD3
WNT8B	FZD4
WNT8B	FZD5
WNT8B	FZD6
WNT8B	FZD7
WNT8B	FZD8
WNT8B	FZD9
WNT8B	LRP5
WNT8B	LRP6
WNT9A	FZD1
WNT9A	FZD10
WNT9A	FZD2
WNT9A	FZD3
WNT9A	FZD4
WNT9A	FZD5
WNT9A	FZD6
WNT9A	FZD7
WNT9A	FZD8
WNT9A	FZD9
WNT9B	FZD1
WNT9B	FZD10
WNT9B	FZD2
WNT9B	FZD3
WNT9B	FZD4
WNT9B	FZD5
WNT9B	FZD6
WNT9B	FZD7
WNT9B	FZD8
WNT9B	FZD9
XCL1	XCR1
XCL2	XCR1
YBX1	NOTCH1
ZG16B	CXCR4
ZG16B	TLR2
ZG16B	TLR4
ZG16B	TLR5
ZG16B	TLR6
ZP3	ADAM21
ZP3	ADAM30
ZP3	CHRNA7
ZP3	EGFR
ZP3	MERTK
ADGRE5	CD55
AGRN	DAG1
BSG	SELE
C3	NRP1
C4A	NRP1
CADM1	CADM1
CADM3	CADM1
CADM3	CADM3
CADM3	NECTIN1
CADM3	NECTIN3
CCL20	ACKR4
CCN1	SDC4
CCN2	FGFR2
CCN2	IGF2R
CD2	CD48
CD209	ICAM3
CD22	PTPRC
CD34	SELE
CD34	SELP
CD48	CD244
CD6	ALCAM
CD80	CD274
CD9	L1CAM
CEACAM1	HAVCR2
CIRBP	TREM1
CLEC4G	LAG3
COL18A1	PTPRS
CRTAM	CADM1
CXADR	CXADR
CXADR	JAML
DAG1	LAMA4
DEFB106A	CCR2
EPCAM	EPCAM
EPHA4	EFNB1
F11R	JAM2
FGF20	FGFR1
FGF20	FGFR2
FGF20	FGFR3
FGF22	FGFR1
FGL1	LAG3
HAVCR1	CD300LB
HAVCR1	HAVCR1
HLA-E	KLRK1
HMGB1	HAVCR2
IL26	IL20RB
ITGAV	THY1
ITGB2	THY1
JAM3	JAM2
L1CAM	ALCAM
L1CAM	CD9
L1CAM	PTPRZ1
LAMA2	DAG1
LGALS1	ITGB1
LGALS1	PTPRC
LGALS3	LAG3
LY9	LY9
MCAM	MCAM
MELTF	PLG
MIF	CXCR2
MIF	CXCR4
MRC1	PTPRC
NCAM1	PTPRZ1
NECTIN1	CD96
NECTIN3	CADM1
NECTIN3	CADM3
NECTIN3	NECTIN2
NECTIN3	PVR
NECTIN4	TIGIT
PECAM1	CD38
PGLYRP1	TREM1
PTPRK	PTPRK
PTPRM	PTPRM
PTPRZ1	L1CAM
PTPRZ1	NCAM1
ROBO1	ROBO1
ROBO2	ROBO2
SDC2	PTPRJ
SEMA4A	PLXNB1
SEMA4A	PLXNB2
SFTPD	SIRPA
SHH	GAS1
SLAMF1	SLAMF1
SLAMF6	SLAMF6
SLAMF7	SLAMF7
SLPI	PLSCR1
SLPI	PLSCR4
SNCA	LAG3
ST6GAL1	CD22
THBS1	PTPRJ
TIMD4	HAVCR1
TNFRSF14	BTLA
TNFRSF14	CD160
