Ligand gene symbol	Ligand HGNC ID	Ligand location	Receptor gene symbol	Receptor HGNC ID	PMID support
GNAI2	HGNC:4385	plasma membrane	IGF1R	HGNC:5465	11120746
GNAI2	HGNC:4385	plasma membrane	LHCGR	HGNC:6585	10493819
GNAI2	HGNC:4385	plasma membrane	LPAR3	HGNC:14298	10727522
GNAI2	HGNC:4385	plasma membrane	MTNR1A	HGNC:7463	"10598579, 17215244"
GNAI2	HGNC:4385	plasma membrane	MTNR1B	HGNC:7464	17215244
GNAI2	HGNC:4385	plasma membrane	OPRD1	HGNC:8153	1671672
GNAI2	HGNC:4385	plasma membrane	OPRM1	HGNC:8156	12068084
GNAI2	HGNC:4385	plasma membrane	P2RY12	HGNC:18124	8554519
GNAI2	HGNC:4385	plasma membrane	TBXA2R	HGNC:11608	16212421
GNAI2	HGNC:4385	plasma membrane	TSHR	HGNC:12373	8552586
GNAS	HGNC:4392	secreted	ADRB2	HGNC:286	19144685
GNAS	HGNC:4392	secreted	AVPR2	HGNC:897	8621513
GNAS	HGNC:4392	secreted	CRHR1	HGNC:2357	10598591
GNAS	HGNC:4392	secreted	GCGR	HGNC:4192	1908089
GNAS	HGNC:4392	secreted	LHCGR	HGNC:6585	10493819
GNAS	HGNC:4392	secreted	PTGDR	HGNC:9591	12672054
GNAS	HGNC:4392	secreted	TSHR	HGNC:12373	9525885
GNAS	HGNC:4392	secreted	VIPR1	HGNC:12694	11812005
GNRH1	HGNC:4419	secreted	GNRHR	HGNC:4421	"414473, 17452338, 11726197, 17095587, 9414473"
GNRH2	HGNC:4420	secreted	GNRHR	HGNC:4421	"17452338, 17942747, 19638591"
GPC3	HGNC:4451	plasma membrane	CD81	HGNC:1701	23665349
GPC3	HGNC:4451	plasma membrane	IGF1R	HGNC:5465	18413366
GPHA2	HGNC:18054	secreted	TSHR	HGNC:12373	12045258
GPHB5	HGNC:18055	secreted	TSHR	HGNC:12373	16210345
GPI	HGNC:4458	secreted	AMFR	HGNC:463	"12527360, 16563432"
GREM1	HGNC:2001	secreted	KDR	HGNC:6307	"20660291, 25810250, 27894090, 27174917"
GRN	HGNC:4601	secreted	SORT1	HGNC:11186	"22361451, 24163244"
GRN	HGNC:4601	secreted	TNFRSF1A	HGNC:11916	21393509
GRN	HGNC:4601	secreted	TNFRSF1B	HGNC:11917	21393509
GRP	HGNC:4605	secreted	BRS3	HGNC:1113	11112777
GRP	HGNC:4605	secreted	GRPR	HGNC:4609	"1720612, 7838118, 10454496, 7838118, 19463875, 7838118"
GRP	HGNC:4605	secreted	NMBR	HGNC:7843	10545285
GUCA2A	HGNC:4682	secreted	GUCY2C	HGNC:4688	"10845107, 10601865, 11889121"
GUCA2B	HGNC:4683	secreted	GUCY2C	HGNC:4688	10845107
GUCA2B	HGNC:4683	secreted	GUCY2D	HGNC:4689	9698373
GZMB	HGNC:4709	secreted	CHRM3	HGNC:1952	11665980
GZMB	HGNC:4709	secreted	IGF2R	HGNC:5467	"11081635, 11081635"
HAS2	HGNC:4819	plasma membrane	CD44	HGNC:1681	1694723
HAS2	HGNC:4819	plasma membrane	HMMR	HGNC:5012	1376732
HAVCR1	HGNC:17866	plasma membrane	CD300LB	HGNC:30811	20566714
HAVCR1	HGNC:17866	plasma membrane	HAVCR1	HGNC:17866	17363299
HBEGF	HGNC:3059	secreted	CD44	HGNC:1681	7532176
HBEGF	HGNC:3059	secreted	CD82	HGNC:6210	10749879
HBEGF	HGNC:3059	secreted	CD9	HGNC:1709	"1939101, 11735113, 11846885, 8194524"
HBEGF	HGNC:3059	secreted	EGFR	HGNC:3236	"12725245, 12725245"
HBEGF	HGNC:3059	secreted	ERBB2	HGNC:3430	12958167
HBEGF	HGNC:3059	secreted	ERBB4	HGNC:3432	"1840698, 9135143"
HCRT	HGNC:4847	secreted	HCRTR1	HGNC:4848	"9491897, 9491897, 10498827, 14691055, 11403934, 12606634, 11250867, 12702704, 11266181, 11162621, 12208495, 18599270, 21362456, 9491897"
HCRT	HGNC:4847	secreted	HCRTR2	HGNC:4849	"9491897, 9491897, 12702704, 11162621, 12208495, 18599270, 9491897"
HCRT	HGNC:4847	secreted	NPFFR2	HGNC:4525	12609745
HEBP1	HGNC:17176	secreted	FPR3	HGNC:3828	15623572
HGF	HGNC:4893	secreted	CD44	HGNC:1681	10037743
HGF	HGNC:4893	secreted	MET	HGNC:7029	"1846706, 1655405, 15167892, 18495663"
HGF	HGNC:4893	secreted	SDC1	HGNC:10658	11830493
HGF	HGNC:4893	secreted	SDC2	HGNC:10659	8157651
HGF	HGNC:4893	secreted	ST14	HGNC:11344	10962009
HHLA2	HGNC:4905	plasma membrane	TMIGD2	HGNC:28324	26405587
HLA-A	HGNC:4931	plasma membrane	APLP2	HGNC:598	19184004
HLA-A	HGNC:4931	plasma membrane	ERBB2	HGNC:3430	10593938
HLA-A	HGNC:4931	plasma membrane	KIR3DL1	HGNC:6338	17182537
HLA-A	HGNC:4931	plasma membrane	KIR3DL2	HGNC:6339	"15719024, 8617928, 8760804"
HLA-A	HGNC:4931	plasma membrane	LILRB1	HGNC:6605	12897781
HLA-A	HGNC:4931	plasma membrane	LILRB2	HGNC:6606	"12853576, 9531263"
HLA-B	HGNC:4932	plasma membrane	CANX	HGNC:1473	7876141
HLA-B	HGNC:4932	plasma membrane	KIR2DL3	HGNC:6331	"28514659, 7931060, 8760827"
HLA-B	HGNC:4932	plasma membrane	KIR3DL1	HGNC:6338	"15607823, 8046332"
HLA-B	HGNC:4932	plasma membrane	KIR3DL2	HGNC:6339	"17407096, 23804219, 23857132"
HLA-B	HGNC:4932	plasma membrane	KLRD1	HGNC:6378	8046333
HLA-B	HGNC:4932	plasma membrane	LILRB1	HGNC:6605	12853576
HLA-B	HGNC:4932	plasma membrane	LILRB2	HGNC:6606	"12853576, 9531263"
HLA-C	HGNC:4933	plasma membrane	KIR2DL1	HGNC:6329	"15607823, 10429675, 9378975, 11323700, 10820396, 11163076, 12794140, 11009104, 12454284, 9686591, 9768753"
HLA-C	HGNC:4933	plasma membrane	KIR2DL3	HGNC:6331	"15607823, 8692965, 9768753, 10497191"
HLA-C	HGNC:4933	plasma membrane	KIR2DS4	HGNC:6336	"15265913, 9521070"
HLA-C	HGNC:4933	plasma membrane	LILRA3	HGNC:6604	21270408
HLA-C	HGNC:4933	plasma membrane	LILRB1	HGNC:6605	12853576
HLA-C	HGNC:4933	plasma membrane	LILRB2	HGNC:6606	12853576
HLA-E	HGNC:4962	plasma membrane	KLRC1	HGNC:6374	"9486650, 9486650"
HLA-E	HGNC:4962	plasma membrane	KLRC2	HGNC:6375	"9486650, 9486650, 9103421"
HLA-E	HGNC:4962	plasma membrane	KLRD1	HGNC:6378	"9486650, 14734748, 9815261, 9486650, 9886400"
HLA-E	HGNC:4962	plasma membrane	KLRK1	HGNC:18788	24223577
HLA-F	HGNC:4963	plasma membrane	KIR3DL1	HGNC:6338	27455421
HLA-F	HGNC:4963	plasma membrane	KIR3DL2	HGNC:6339	27455421
HLA-F	HGNC:4963	plasma membrane	LILRB1	HGNC:6605	11169396
HLA-F	HGNC:4963	plasma membrane	LILRB2	HGNC:6606	11169396
HLA-G	HGNC:4964	plasma membrane	KIR2DL4	HGNC:6332	"10190900, 10190900"
HLA-G	HGNC:4964	plasma membrane	KLRC1	HGNC:6374	9295021
HLA-G	HGNC:4964	plasma membrane	KLRD1	HGNC:6378	"9405670, 9295021, 9405670"
HLA-G	HGNC:4964	plasma membrane	LILRB1	HGNC:6605	"15718280, 9933109, 12853576, 12874224"
HLA-G	HGNC:4964	plasma membrane	LILRB2	HGNC:6606	"12853576, 15670976, 9531263, 10190906"
HMGB1	HGNC:4983	secreted	HAVCR2	HGNC:18437	22842346
HMGB1	HGNC:4983	secreted	SDC1	HGNC:10658	1369684
HMGB1	HGNC:4983	secreted	THBD	HGNC:11784	15841214
HP	HGNC:5141	secreted	CD163	HGNC:1631	27294203
HP	HGNC:5141	secreted	ITGAM	HGNC:6149	8786317
HP	HGNC:5141	secreted	ITGB2	HGNC:6155	8786317
HRAS	HGNC:5173	plasma membrane	AGTR1	HGNC:336	8753867
HRAS	HGNC:5173	plasma membrane	CAV1	HGNC:1527	8621645
HRAS	HGNC:5173	plasma membrane	INSR	HGNC:6091	3109943
HRG	HGNC:5181	secreted	FCGR1A	HGNC:3613	10421785
HSP90AA1	HGNC:5253	secreted	CFTR	HGNC:1884	9843494
HSP90AA1	HGNC:5253	secreted	EGFR	HGNC:3236	18199556
HSP90AA1	HGNC:5253	secreted	FGFR3	HGNC:3690	21487019
HSPG2	HGNC:5273	secreted	COL13A1	HGNC:2190	11956183
HSPG2	HGNC:5273	secreted	ITGA2	HGNC:6137	15240572
HSPG2	HGNC:5273	secreted	ITGB1	HGNC:6153	9431988
HSPG2	HGNC:5273	secreted	PTPRS	HGNC:9681	11865065
IAPP	HGNC:5329	secreted	CALCR	HGNC:1440	"12529937, 9487987, 10342886"
IAPP	HGNC:5329	secreted	RAMP1	HGNC:9843	10385705
IAPP	HGNC:5329	secreted	RAMP2	HGNC:9844	16531504
ICAM1	HGNC:5344	plasma membrane	IL2RA	HGNC:6008	1976256
ICAM1	HGNC:5344	plasma membrane	ITGAL	HGNC:6148	14507735
ICAM1	HGNC:5344	plasma membrane	ITGAM	HGNC:6149	"11073102, 9488691"
ICAM1	HGNC:5344	plasma membrane	ITGAX	HGNC:6152	4062888
ICAM1	HGNC:5344	plasma membrane	ITGB2	HGNC:6155	"14507735, 4062888, 7642561, 11279101"
ICAM1	HGNC:5344	plasma membrane	SPN	HGNC:11249	1683685
ICAM2	HGNC:5345	plasma membrane	ITGAL	HGNC:6148	15023143
ICAM2	HGNC:5345	plasma membrane	ITGAM	HGNC:6149	10352278
ICAM2	HGNC:5345	plasma membrane	ITGB2	HGNC:6155	"15023143, 9786897"
ICAM3	HGNC:5346	plasma membrane	CD209	HGNC:1641	15795245
ICAM3	HGNC:5346	plasma membrane	CLEC4M	HGNC:13523	11257134
ICAM3	HGNC:5346	plasma membrane	ITGAD	HGNC:6146	8777714
ICAM3	HGNC:5346	plasma membrane	ITGAL	HGNC:6148	"15728350, 11353828, 15728350"
ICAM3	HGNC:5346	plasma membrane	ITGB2	HGNC:6155	"15728350, 11353828, 7822326"
ICAM4	HGNC:5347	plasma membrane	ITGA2B	HGNC:6138	15355350
ICAM4	HGNC:5347	plasma membrane	ITGA4	HGNC:6140	11435317
ICAM4	HGNC:5347	plasma membrane	ITGAL	HGNC:6148	15355350
ICAM4	HGNC:5347	plasma membrane	ITGAM	HGNC:6149	"15355350, 10846180"
ICAM4	HGNC:5347	plasma membrane	ITGAV	HGNC:6150	"15355350, 11435317"
ICAM4	HGNC:5347	plasma membrane	ITGB1	HGNC:6153	11435317
ICAM4	HGNC:5347	plasma membrane	ITGB2	HGNC:6155	"15355350, 10846180"
ICAM4	HGNC:5347	plasma membrane	ITGB3	HGNC:6156	15355350
ICAM5	HGNC:5348	plasma membrane	ITGAL	HGNC:6148	"10741396, 8995416"
ICAM5	HGNC:5348	plasma membrane	ITGB2	HGNC:6155	"10741396, 8995416"
ICOSLG	HGNC:17087	plasma membrane	CD28	HGNC:1653	"21530327, 23470321"
ICOSLG	HGNC:17087	plasma membrane	CTLA4	HGNC:2505	21530327
ICOS	HGNC:5351	plasma membrane	ICOSLG	HGNC:17087	23954143
ICOSLG	HGNC:17087	plasma membrane	ICOS	HGNC:5351	"14599850, 23954143"
IFNA1	HGNC:5417	secreted	IFNAR1	HGNC:5432	"11698684, 7932753"
IFNA1	HGNC:5417	secreted	IFNAR2	HGNC:5433	11698684
IFNA10	HGNC:5418	secreted	IFNAR1	HGNC:5432	21856167
IFNA10	HGNC:5418	secreted	IFNAR2	HGNC:5433	21856167
IFNA13	HGNC:5419	secreted	IFNAR1	HGNC:5432	21856167
IFNA13	HGNC:5419	secreted	IFNAR2	HGNC:5433	21856167
IFNA14	HGNC:5420	secreted	IFNAR1	HGNC:5432	21856167
IFNA14	HGNC:5420	secreted	IFNAR2	HGNC:5433	21856167
IFNA16	HGNC:5421	secreted	IFNAR1	HGNC:5432	21856167
IFNA16	HGNC:5421	secreted	IFNAR2	HGNC:5433	21856167
IFNA17	HGNC:5422	secreted	IFNAR1	HGNC:5432	21856167
IFNA17	HGNC:5422	secreted	IFNAR2	HGNC:5433	21856167
IFNA2	HGNC:5423	secreted	IFNAR1	HGNC:5432	1834641
IFNA2	HGNC:5423	secreted	IFNAR2	HGNC:5433	"10339405, 11888273"
IFNA21	HGNC:5424	secreted	IFNAR1	HGNC:5432	21856167
IFNA21	HGNC:5424	secreted	IFNAR2	HGNC:5433	21856167
IFNA4	HGNC:5425	secreted	IFNAR1	HGNC:5432	21856167
IFNA4	HGNC:5425	secreted	IFNAR2	HGNC:5433	21856167
IFNA5	HGNC:5426	secreted	IFNAR1	HGNC:5432	21856167
IFNA5	HGNC:5426	secreted	IFNAR2	HGNC:5433	10395669
IFNA6	HGNC:5427	secreted	IFNAR1	HGNC:5432	21856167
IFNA6	HGNC:5427	secreted	IFNAR2	HGNC:5433	21856167
IFNA7	HGNC:5428	secreted	IFNAR1	HGNC:5432	21856167
IFNA7	HGNC:5428	secreted	IFNAR2	HGNC:5433	21856167
IFNA8	HGNC:5429	secreted	IFNAR1	HGNC:5432	21856167
IFNA8	HGNC:5429	secreted	IFNAR2	HGNC:5433	8969169
IFNB1	HGNC:5434	secreted	IFNAR1	HGNC:5432	"11278538, 1834641"
IFNB1	HGNC:5434	secreted	IFNAR2	HGNC:5433	"11278538, 10395669"
IFNE	HGNC:18163	secreted	IFNAR1	HGNC:5432	22410872
IFNE	HGNC:18163	secreted	IFNAR2	HGNC:5433	22410872
IFNG	HGNC:5438	secreted	IFNGR1	HGNC:5439	"10811850, 12165521, 10986460, 11250200"
IFNG	HGNC:5438	secreted	IFNGR2	HGNC:5440	"10811850, 7673114"
IFNK	HGNC:21714	secreted	IFNAR1	HGNC:5432	22410872
IFNK	HGNC:21714	secreted	IFNAR2	HGNC:5433	22410872
IFNL1	HGNC:18363	secreted	IFNLR1	HGNC:18584	"12974481, 12469119"
IFNL1	HGNC:18363	secreted	IL10RB	HGNC:5965	12974481
IFNL2	HGNC:18364	secreted	IFNLR1	HGNC:18584	"12974481, 12469119"
IFNL2	HGNC:18364	secreted	IL10RB	HGNC:5965	"12974481, 12469119"
IFNL3	HGNC:18365	secreted	IFNLR1	HGNC:18584	12974481
IFNL3	HGNC:18365	secreted	IL10RB	HGNC:5965	"12974481, 12469119"
IFNL4	HGNC:44480	secreted	IFNLR1	HGNC:18584	26134097
IFNL4	HGNC:44480	secreted	IL10RB	HGNC:5965	26134097
IFNW1	HGNC:5448	secreted	IFNAR1	HGNC:5432	"11278538, 1834641"
IFNW1	HGNC:5448	secreted	IFNAR2	HGNC:5433	11278538
IGF1	HGNC:5464	secreted	IGF1R	HGNC:5465	"2877871, 1852007"
IGF2	HGNC:5466	secreted	IGF1R	HGNC:5465	9972281
IGF2	HGNC:5466	secreted	IGF2R	HGNC:5467	"2964083, 7797478, 9722981"
IGF2	HGNC:5466	secreted	INSR	HGNC:6091	"9281335, 9722981"
IGFBP4	HGNC:5473	secreted	FZD8	HGNC:4046	18528331
IGFBP4	HGNC:5473	secreted	LRP6	HGNC:6698	18528331
IGFL1	HGNC:24093	secreted	IGFLR1	HGNC:23620	21454693
IGFL2	HGNC:32929	secreted	IGFLR1	HGNC:23620	21454693
IGFL3	HGNC:32930	secreted	IGFLR1	HGNC:23620	21454693
IGSF11	HGNC:16669	plasma membrane	VSIR	HGNC:30085	30220083
IHH	HGNC:5956	secreted	BOC	HGNC:17173	20519495
IHH	HGNC:5956	secreted	CDON	HGNC:17104	20519495
IHH	HGNC:5956	secreted	HHIP	HGNC:14866	"10050855, 10050855, 11435703"
IHH	HGNC:5956	secreted	PTCH1	HGNC:9585	"11562786, 9811851"
IHH	HGNC:5956	secreted	PTCH2	HGNC:9586	9811851
IL10	HGNC:5962	secreted	IL10RA	HGNC:5964	"12974481, 11485736, 8248239, 8897595, 11717514, 10231374, 7759550"
IL10	HGNC:5962	secreted	IL10RB	HGNC:5965	"12974481, 11485736, 9312047"
IL11	HGNC:5966	secreted	IL11RA	HGNC:5967	"10948192, 7670098, 10504396"
IL11	HGNC:5966	secreted	IL6ST	HGNC:6021	10948192
IL12A	HGNC:5969	secreted	IL12RB1	HGNC:5971	11086056
IL12A	HGNC:5969	secreted	IL12RB2	HGNC:5972	943050
IL12B	HGNC:5970	secreted	IL12RB1	HGNC:5971	"7843232, 7527811"
IL12B	HGNC:5970	secreted	IL12RB2	HGNC:5972	"11086056, 11940489"
IL12B	HGNC:5970	secreted	IL23R	HGNC:19100	17587057
IL13	HGNC:5973	secreted	IL13RA1	HGNC:5974	"12704343, 11278629"
IL13	HGNC:5973	secreted	IL13RA2	HGNC:5975	"12704343, 11003391"
IL13	HGNC:5973	secreted	IL2RG	HGNC:6010	8920992
IL13	HGNC:5973	secreted	IL4R	HGNC:6015	"12704343, 11709756"
IL15	HGNC:5977	secreted	IL15RA	HGNC:5978	"15265897, 7641685, 16284400"
IL15	HGNC:5977	secreted	IL2RA	HGNC:6008	8734356
IL15	HGNC:5977	secreted	IL2RB	HGNC:6009	"15265897, 8026467, 9176231"
IL15	HGNC:5977	secreted	IL2RG	HGNC:6010	"15265897, 8568232"
IL16	HGNC:5980	secreted	CD4	HGNC:1678	"1851800, 7910967"
IL16	HGNC:5980	secreted	GRIN2D	HGNC:4588	10479680
IL16	HGNC:5980	secreted	KCNJ10	HGNC:6256	10479680
IL16	HGNC:5980	secreted	KCNJ15	HGNC:6261	10479680
IL17A	HGNC:5981	secreted	IL17RA	HGNC:5985	"9367539, 9367539"
IL17A	HGNC:5981	secreted	IL17RC	HGNC:18358	18684971
IL17B	HGNC:5982	secreted	IL17RB	HGNC:18015	"10749887, 10749887"
IL17C	HGNC:5983	secreted	IL17RA	HGNC:5985	21993848
IL17C	HGNC:5983	secreted	IL17RE	HGNC:18439	21993848
IL17F	HGNC:16404	secreted	IL17RA	HGNC:5985	18684971
IL18	HGNC:5986	secreted	IL18R1	HGNC:5988	"9325300, 9325300"
IL18	HGNC:5986	secreted	IL18RAP	HGNC:5989	9792649
IL18	HGNC:5986	secreted	IL1RAPL1	HGNC:5996	9325300
IL19	HGNC:5990	secreted	IL20RA	HGNC:6003	"12974481, 11564763"
IL19	HGNC:5990	secreted	IL20RB	HGNC:6004	12974481
IL1A	HGNC:5991	secreted	IL1R1	HGNC:5993	"2946959, 2946959"
IL1A	HGNC:5991	secreted	IL1R2	HGNC:5994	"7878046, 7878046"
IL1A	HGNC:5991	secreted	IL1RAP	HGNC:5995	9820540
IL1B	HGNC:5992	secreted	IL1R1	HGNC:5993	"62193, 9820540, 9062193"
IL1B	HGNC:5992	secreted	IL1R2	HGNC:5994	"8332913, 7878046"
IL1B	HGNC:5992	secreted	IL1RAP	HGNC:5995	"9820540, 9820540"
IL1F10	HGNC:15552	secreted	IL1R1	HGNC:5993	11278614
IL1RAPL1	HGNC:5996	plasma membrane	PTPRD	HGNC:9668	23345436
IL1RAPL1	HGNC:5996	plasma membrane	PTPRF	HGNC:9670	23345436
IL1RAPL1	HGNC:5996	plasma membrane	PTPRS	HGNC:9681	23345436
IL1RN	HGNC:6000	secreted	IL1R1	HGNC:5993	9062194
IL1RN	HGNC:6000	secreted	IL1R2	HGNC:5994	1834644
IL2	HGNC:6001	secreted	CD53	HGNC:1686	7963560
IL2	HGNC:6001	secreted	IL2RA	HGNC:6008	"15265897, 1993646"
IL2	HGNC:6001	secreted	IL2RB	HGNC:6009	"15265897, 11035066, 8049354"
IL2	HGNC:6001	secreted	IL2RG	HGNC:6010	"15265897, 10662798, 8049354"
IL20	HGNC:6002	secreted	IL20RA	HGNC:6003	"12974481, 11163236, 12351624, 14580208"
IL20	HGNC:6002	secreted	IL20RB	HGNC:6004	"12974481, 11163236, 12351624, 14580208"
IL20	HGNC:6002	secreted	IL22RA1	HGNC:13700	12974481
IL21	HGNC:6005	secreted	IL21R	HGNC:6006	"11418623, 11418623"
IL21	HGNC:6005	secreted	IL2RG	HGNC:6010	11418623
IL22	HGNC:14900	secreted	IL10RA	HGNC:5964	58985
IL22	HGNC:14900	secreted	IL10RB	HGNC:5965	10875937
IL22	HGNC:14900	secreted	IL22RA1	HGNC:13700	"58985, 11035029"
IL22	HGNC:14900	secreted	IL22RA2	HGNC:14901	"11390453, 11390453"
IL23A	HGNC:15488	secreted	IL12RB1	HGNC:5971	"12023369, 11114383, 12023369, 12671732"
IL23A	HGNC:15488	secreted	IL23R	HGNC:19100	"12023369, 12023369"
IL24	HGNC:11346	secreted	IL20RA	HGNC:6003	"12974481, 11706020"
IL24	HGNC:11346	secreted	IL20RB	HGNC:6004	12974481
IL24	HGNC:11346	secreted	IL22RA1	HGNC:13700	12974481
IL25	HGNC:13765	secreted	IL17RB	HGNC:18015	"11058597, 11058597"
IL26	HGNC:17119	secreted	IL20RA	HGNC:6003	14764663
IL26	HGNC:17119	secreted	IL20RB	HGNC:6004	14764663
IL27	HGNC:19157	secreted	IL27RA	HGNC:17290	12121660
IL3	HGNC:6011	secreted	CSF2RB	HGNC:2436	"11700046, 9278420"
IL3	HGNC:6011	secreted	IL3RA	HGNC:6012	"11700046, 9278420, 8649415"
IL31	HGNC:19372	secreted	IL31RA	HGNC:18969	15184896
IL31	HGNC:19372	secreted	OSMR	HGNC:8507	15184896
IL32	HGNC:16830	secreted	ITGB3	HGNC:6156	30391782
IL33	HGNC:16028	secreted	IL1RL1	HGNC:5998	"20926795, 16286016, 19996325, 29763370"
IL34	HGNC:28529	secreted	CSF1R	HGNC:2433	22729249
IL34	HGNC:28529	secreted	PTPRZ1	HGNC:9685	23744080
IL36A	HGNC:15562	secreted	IL1RL2	HGNC:5999	30452921
IL36RN	HGNC:15561	secreted	IL1RL2	HGNC:5999	20081871
IL4	HGNC:6014	secreted	CD53	HGNC:1686	7963560
IL4	HGNC:6014	secreted	IL13RA1	HGNC:5974	10641437
IL4	HGNC:6014	secreted	IL13RA2	HGNC:5975	9130652
IL4	HGNC:6014	secreted	IL2RG	HGNC:6010	"7918378, 8266078"
IL4	HGNC:6014	secreted	IL4R	HGNC:6015	"7918378, 11786020"
IL5	HGNC:6016	secreted	CSF2RB	HGNC:2436	11748263
IL5	HGNC:6016	secreted	IL5RA	HGNC:6017	"11748263, 1732409, 7721873, 10880230"
IL6	HGNC:6018	secreted	IL6R	HGNC:6019	"3136546, 14557255, 12829785"
IL6	HGNC:6018	secreted	IL6ST	HGNC:6021	"8293462, 3136546, 14557255"
IL7	HGNC:6023	secreted	IL2RG	HGNC:6010	"7522165, 11858939, 9010926"
IL7	HGNC:6023	secreted	IL7R	HGNC:6024	"7522165, 11858939, 10390077"
IL9	HGNC:6029	secreted	IL2RG	HGNC:6010	9535918
IL9	HGNC:6029	secreted	IL9R	HGNC:6030	"9535918, 11588013"
INHA	HGNC:6065	secreted	ACVR2A	HGNC:173	12493742
INHA	HGNC:6065	secreted	TGFBR3	HGNC:11774	"12493742, 10746731"
INHBA	HGNC:6066	secreted	ACVR1	HGNC:171	11266516
INHBA	HGNC:6066	secreted	ACVR1B	HGNC:172	"8167568, 8397373"
INHBA	HGNC:6066	secreted	ACVR1C	HGNC:18123	15196700
INHBA	HGNC:6066	secreted	ACVR2A	HGNC:173	"12466190, 11266516"
INHBA	HGNC:6066	secreted	ACVR2B	HGNC:174	9202237
INHBA	HGNC:6066	secreted	BAMBI	HGNC:30251	10918299
INHBA	HGNC:6066	secreted	ENG	HGNC:3349	9872992
INHBA	HGNC:6066	secreted	TGFBR3	HGNC:11774	10746731
INHBB	HGNC:6067	secreted	ACVR1	HGNC:171	11266516
INHBB	HGNC:6067	secreted	ACVR1B	HGNC:172	"11266516, 15196700"
INHBB	HGNC:6067	secreted	ACVR1C	HGNC:18123	15196700
INHBB	HGNC:6067	secreted	ACVR2A	HGNC:173	"12466190, 11266516"
INHBB	HGNC:6067	secreted	ACVR2B	HGNC:174	9202237
INHBB	HGNC:6067	secreted	CFC1	HGNC:18292	28126904
INHBB	HGNC:6067	secreted	CFC1B	HGNC:33983	28126904
INHBC	HGNC:6068	secreted	ACVR2A	HGNC:173	12651901
INHBC	HGNC:6068	secreted	ACVR2B	HGNC:174	12651901
INS	HGNC:6081	secreted	IGF1R	HGNC:5465	1851182
INS	HGNC:6081	secreted	INSR	HGNC:6091	"2550426, 2550426"
INS	HGNC:6081	secreted	LRP2	HGNC:6694	9773776
INSL3	HGNC:6086	secreted	RXFP2	HGNC:17318	"12114498, 15649866, 20560146, 12114498, 15649866"
INSL5	HGNC:6088	secreted	RXFP3	HGNC:24883	15525639
INSL5	HGNC:6088	secreted	RXFP4	HGNC:14666	"15465925, 15525639"
ITGAV	HGNC:6150	plasma membrane	THY1	HGNC:11801	18346467
ITGB2	HGNC:6155	plasma membrane	THY1	HGNC:11801	18346467
JAG1	HGNC:6188	plasma membrane	CD46	HGNC:6953	23086448
JAG1	HGNC:6188	plasma membrane	NOTCH1	HGNC:7881	"7697721, 11006133"
JAG1	HGNC:6188	plasma membrane	NOTCH2	HGNC:7882	"10551863, 10551863, 10958687"
JAG1	HGNC:6188	plasma membrane	NOTCH3	HGNC:7883	"11006133, 14714274, 12482954"
JAG1	HGNC:6188	plasma membrane	NOTCH4	HGNC:7884	24563863
JAG2	HGNC:6189	plasma membrane	NOTCH1	HGNC:7881	"11006133, 11006133"
JAG2	HGNC:6189	plasma membrane	NOTCH2	HGNC:7882	10958687
JAG2	HGNC:6189	plasma membrane	NOTCH3	HGNC:7883	"11006133, 11006133"
JAG2	HGNC:6189	plasma membrane	NOTCH4	HGNC:7884	22353464
JAM2	HGNC:14686	plasma membrane	F11R	HGNC:14685	25119047
JAM2	HGNC:14686	plasma membrane	JAM3	HGNC:15532	"16093349, 11590146"
JAM3	HGNC:15532	plasma membrane	JAM2	HGNC:14686	24357068
JAML	HGNC:19084	plasma membrane	CXADR	HGNC:2559	15800062
KIR3DS1	HGNC:6340	plasma membrane	HLA-F	HGNC:4963	27455421
KISS1	HGNC:6341	secreted	KISS1R	HGNC:4510	"12944565, 11385580, 15665093, 11385580, 11457843, 11457843"
KISS1	HGNC:6341	secreted	MMP24	HGNC:7172	12879005
KITLG	HGNC:6343	secreted	KIT	HGNC:6342	"1698556, 1375232, 7680037"
KLRB1	HGNC:6373	plasma membrane	CLEC2D	HGNC:14351	24223577
KLRF1	HGNC:13342	plasma membrane	CLEC2B	HGNC:2053	24223577
KMT2E	HGNC:18541	secreted	NCR2	HGNC:6732	23958951
KNG1	HGNC:6383	secreted	BDKRB1	HGNC:1029	"8063797, 9111052, 10422787, 9313952"
KNG1	HGNC:6383	secreted	BDKRB2	HGNC:1030	"8063797, 8302267, 9203620"
KNG1	HGNC:6383	secreted	GP1BA	HGNC:4439	9269768
KNG1	HGNC:6383	secreted	GPR135	HGNC:19991	"14530218, 1374385"
KNG1	HGNC:6383	secreted	ITGB2	HGNC:6155	10845911
KNG1	HGNC:6383	secreted	PLAUR	HGNC:9053	14764580
KNG1	HGNC:6383	secreted	RXFP4	HGNC:14666	14530218
L1CAM	HGNC:6470	plasma membrane; secreted	ALCAM	HGNC:400	22983139
L1CAM	HGNC:6470	plasma membrane; secreted	CD9	HGNC:1709	8838570
L1CAM	HGNC:6470	plasma membrane; secreted	CNTN1	HGNC:2171	7595520
L1CAM	HGNC:6470	plasma membrane; secreted	EGFR	HGNC:3236	14718570
L1CAM	HGNC:6470	plasma membrane; secreted	EPHB2	HGNC:3393	22579729
L1CAM	HGNC:6470	plasma membrane; secreted	ERBB2	HGNC:3430	22815787
